ssn,erytrocyty,hbver,hematokrit,hemoglobin,race_1,race_2,race_3,race_4,race_5,indicator
487-76-1983,-1.8822656168563767,0.20484335587409175,-0.7613650414869912,1.7648176727376705,1,0,0,0,0,1.0
656-23-5196,-2.5689203255542763,0.8696299244741641,0.09518382518287352,0.6888468598119908,1,0,0,0,0,1.0
763-56-1627,0.4836074626792395,-1.3554921418146872,-2.101991347231753,0.7794669105688548,0,1,0,0,0,1.0
513-95-7625,0.616625657783334,-0.2802097973057295,0.07302186301112006,0.4750904429802613,0,1,0,0,0,1.0
633-71-7663,1.1519619979780724,0.4841504937198724,-0.10728936584936015,0.6255217069209978,0,0,0,1,0,1.0
152-76-7044,-1.9360061449838153,2.0531482324642516,-1.0364116056734587,0.3113210557850322,0,1,0,0,0,0.0
256-56-5323,-1.41246882860314,0.4134358133772616,-0.3897775846604022,-0.12933811921228366,1,0,0,0,0,0.0
155-78-4152,1.1351247996520621,1.3762190003381451,-0.09419907532188602,-0.12769869311653206,0,1,0,0,0,1.0
468-29-2526,0.7129136562307405,1.3893773261836182,-0.24528284515981635,0.348625732605342,0,1,0,0,0,1.0
336-60-7414,-1.102759602634169,0.5731859109328775,-0.2761967448681377,1.0492607673074448,1,0,0,0,0,1.0
371-17-7232,-1.4229347272027009,-0.42076581777996863,1.2717551871905939,0.22068244548746171,0,1,0,0,0,1.0
164-09-8291,-0.009103497280397709,0.16886173918160274,-1.0638585845667927,0.9628537322909831,1,0,0,0,0,0.0
550-63-5930,-0.5238543065654945,-0.25882266591677355,-0.6123501394048401,-0.3951293016718116,0,1,0,0,0,1.0
820-23-7751,1.5011196109761564,-2.160097243599724,-0.8223652938013221,1.7231700633920115,1,0,0,0,0,1.0
512-45-0486,-0.5550269292760143,0.6423803323897036,-0.16628971266643847,1.7580681864340286,0,0,0,1,0,1.0
700-68-3774,-1.7538354500879039,-0.5877161201861311,-0.24060595017251,-1.2825537405589225,0,0,0,1,0,1.0
365-85-2221,0.18721217554080988,-1.4066375322445366,-1.5422748491463312,0.6806930349282154,1,0,0,0,0,1.0
494-60-6529,-0.024538317134008916,-1.0579871816467257,-0.5975169845255277,0.6890262687054884,1,0,0,0,0,1.0
417-82-3406,-0.025100999854415634,0.6605587471516405,1.6312178251090725,-2.706256108163864,0,0,1,0,0,0.0
620-36-4059,-0.4123132780664535,-0.7733817798543163,0.10576639721849407,-0.1386302625927321,1,0,0,0,0,0.0
505-94-6743,0.2904514697495456,-0.8760477735453998,-0.36507028821941767,0.4495215824001055,0,0,0,0,1,1.0
399-41-9343,-0.28074940137817833,-1.0722840843598507,-1.7522085026918284,-0.004556140528098041,0,1,0,0,0,1.0
232-89-5098,-0.357542607727809,0.4093149414187729,0.3626696181164033,-1.5396838040220269,1,0,0,0,0,0.0
503-53-9745,0.9026589262090473,-0.8682394651405394,-1.2386152169678177,0.8979448319263587,1,0,0,0,0,1.0
594-13-6412,-1.0578228949167827,0.7077902795989374,-0.1914797449171043,-0.0934996461077975,0,1,0,0,0,0.0
198-31-7005,-0.9730395939373795,-0.5082162842397079,-0.5675372099554219,-0.44908188650596037,0,0,0,1,0,1.0
226-93-4375,0.28184675245594454,-0.1768774773795993,-1.0897131622178002,0.2630538769206786,0,1,0,0,0,1.0
757-38-1134,1.1763651147292398,0.3245427182727133,-0.0008680623513369405,0.5169978858958126,0,0,0,1,0,1.0
200-67-1775,-0.5298274000590403,-1.4063399496541278,-0.9678568514024197,0.4548605436100437,1,0,0,0,0,1.0
237-34-5035,0.4064853033546013,0.6411576560943275,0.12977780177798948,0.5991547860904578,0,0,0,0,1,1.0
747-70-6445,0.7777433622788062,-2.3513716881784434,1.9310594558837393,-0.9705802343077512,0,0,0,0,1,1.0
757-35-5319,-0.3878495647146262,-0.46388294745552405,0.02179544351878713,-0.5931657875250326,0,1,0,0,0,1.0
028-21-2236,0.7421904710063526,0.06728256886418639,1.727727371268045,-0.16661186346474863,1,0,0,0,0,1.0
058-48-0453,0.5444031664548514,0.6613673954951435,-0.6373646313610761,-0.37916191015054823,1,0,0,0,0,0.0
417-87-1268,-0.7390934321068336,1.0800143467065348,0.8394621349724666,-0.7738738488718383,0,0,1,0,0,0.0
870-66-8494,1.339421910445805,1.616937439231984,1.7724337226815596,-1.8262554855594018,0,1,0,0,0,0.0
669-17-1595,-1.8576893669604686,0.06885458124395501,1.7917995787348961,0.5035050998020991,1,0,0,0,0,1.0
370-98-2537,0.5902488231821256,1.0980892544805039,0.5344734119932709,-1.0067094735499749,1,0,0,0,0,0.0
218-57-1028,0.43248990169461876,1.0935349470098976,-0.9095962815404385,1.0244837804641045,0,0,0,0,1,1.0
374-53-2289,-0.02427861741689883,0.5664773642751804,0.624870394328352,0.36075129920033455,0,0,0,0,1,1.0
116-50-3320,0.6350210544120081,0.6125250355475895,0.7657728270893581,-2.120312848515114,1,0,0,0,0,0.0
631-42-9450,-1.392151654067847,0.7020585801401917,0.3609581002457131,-0.6076917213847485,0,1,0,0,0,0.0
504-43-1928,-1.4804409012282445,0.018621346145577075,0.1850980717082727,1.1337252370632787,0,1,0,0,0,1.0
129-57-7905,-0.30182836175032934,0.8833187236329753,-0.7554092100688398,1.2670507909860793,0,0,1,0,0,1.0
150-72-5100,0.03655171298766147,0.38644636626452067,0.35666363232841436,0.7307543027275426,1,0,0,0,0,1.0
682-41-2943,-0.05288021292802251,0.8113296135010039,0.2005330790256294,0.5785227633382632,0,0,0,0,1,1.0
503-58-8362,-0.13453846064486044,-2.038877622315318,-0.05149889870185442,-0.2850588522544077,0,1,0,0,0,0.0
863-74-8309,-2.507068509595747,-0.4819190401090053,-0.42130587539922776,-1.3892092344863076,1,0,0,0,0,1.0
662-45-0392,1.2852485494565147,1.2760630511052935,1.1128222584731626,-1.6520927555684646,0,0,1,0,0,0.0
051-14-4408,-0.9013365020431182,0.31320223390343366,0.1690800198415599,1.4411207232734837,0,1,0,0,0,1.0
429-09-6882,1.093391055112375,-1.2588230842390185,0.6926226786819982,0.7729710713215381,0,0,0,0,1,0.0
765-03-9354,0.19725389793575618,-0.5062108363478216,1.0973308274897395,0.02718067408022508,1,0,0,0,0,0.0
080-76-6549,0.11990666552295626,1.502943899545117,0.7076251045595104,-0.906048711270828,0,1,0,0,0,1.0
755-97-2972,-0.20885586302470247,-0.8873365044206954,-0.5174706102655713,-0.317766949493044,1,0,0,0,0,0.0
837-75-6396,-0.06645385147567427,-1.849505118640517,-1.325175390010363,0.6313617757300152,1,0,0,0,0,0.0
214-99-8378,-1.901985482042315,0.6699390679362706,-0.49354070655706134,1.5854397118081733,1,0,0,0,0,1.0
354-56-2407,-0.5621253882103727,1.2855015945706554,0.43152529860646444,-0.34576710990576703,1,0,0,0,0,1.0
669-56-3067,0.33048850947077657,-0.5783034534677609,-0.42603919405260093,0.8635973085919713,0,0,0,1,0,1.0
144-06-3954,-0.529039644250471,-0.5140838366201625,-0.43137436514401833,0.10886739924363549,1,0,0,0,0,0.0
523-52-2582,-0.2515418398604629,0.7952924995526617,0.9275520162950426,-0.326291965190952,1,0,0,0,0,1.0
343-15-0097,-0.9641924902411421,-0.009746037744492324,0.6461295778430385,-2.2866805714092697,1,0,0,0,0,0.0
470-67-0736,1.229101470617184,-1.324278315755489,-0.021142966357970427,0.7482992552088684,1,0,0,0,0,0.0
361-84-6530,-0.21943429816834464,2.27886462728943,-0.38826041497283104,-0.13414504025529855,1,0,0,0,0,1.0
771-02-7418,-0.2709587220431054,0.8150752726281077,0.2152784637577269,0.3991138698409213,0,0,0,1,0,1.0
321-77-9271,-3.2035225542859562,0.9053786504437246,-0.23377868657843953,-0.8678655495237384,1,0,0,0,0,0.0
570-64-7982,0.18916858007637682,0.4372618281702208,1.245192179065638,-2.7348378008520613,1,0,0,0,0,0.0
078-10-6020,2.1782779666850423,-1.352587476964826,-1.0213715640185683,2.2114653928696573,1,0,0,0,0,1.0
762-81-9122,-0.945346947436143,-1.390923877633595,-1.3358896172668067,-0.12548392125887556,0,1,0,0,0,1.0
362-30-3093,-0.242720706135936,-0.21344779006615885,-1.4131148082234282,0.2215485573871037,1,0,0,0,0,1.0
057-82-9154,-0.692416736284806,-1.8482565655981489,-0.21430625248919877,0.29389983357508354,0,0,0,1,0,1.0
765-35-3591,-1.160871742666304,-0.40781450591043145,1.1379934828351401,0.40655624566427667,0,0,0,1,0,1.0
814-24-7702,-0.7347218202021373,0.4708239690189504,0.6900710751165372,0.43411716361360975,1,0,0,0,0,1.0
582-98-4677,0.7335770970555148,1.5306190804531474,1.260175797054461,-1.1481702928158444,1,0,0,0,0,0.0
512-83-8145,0.9509111336482134,-1.7731687150138762,-1.6182775273381744,1.5373705013780234,1,0,0,0,0,1.0
096-28-7778,0.6254554481650977,-1.199740001669348,-0.24886261330693726,0.6597393134704395,1,0,0,0,0,1.0
054-09-8427,-0.6048546483323182,-0.49777501682840347,-1.1804486865492814,0.016459446065366496,1,0,0,0,0,1.0
456-09-2500,0.392323012114832,0.501196800800906,1.6311175163693978,-0.47010365961299355,0,0,0,1,0,1.0
695-09-2067,-0.022763702400419496,0.9871944552459387,-0.2904907402717015,0.534889283136996,0,1,0,0,0,1.0
455-36-1595,-1.0182965979725356,-0.7786282903069605,-0.351509800474721,-0.35648833792062506,0,1,0,0,0,1.0
459-02-0384,0.05860021897035927,2.09896948220048,-0.07164214748766615,-0.6047221948716888,1,0,0,0,0,1.0
581-65-6947,-1.4235926331527142,0.6775338931784464,1.1337052842140707,-0.4251400789944183,0,0,0,1,0,1.0
304-05-1160,1.0369496499269846,1.0096166565145772,0.698634933766216,-1.5365286821019009,0,0,0,1,0,0.0
770-23-1443,-0.8054899931148001,0.610881862113592,-1.4066448945144465,2.3850032849901375,1,0,0,0,0,1.0
822-08-0680,-0.04839606447924445,-0.07518186170071896,-0.1743206811365986,-0.2670622842825536,0,0,1,0,0,1.0
191-48-3667,-1.4608681992153352,-0.265253037544306,-0.6921896268892187,-1.1590523701834936,0,0,1,0,0,1.0
840-86-0385,0.5925428373499367,-0.6835053683640688,-1.0644855141897562,0.8473391509329709,0,1,0,0,0,1.0
401-64-7541,0.09919994141199696,0.7869731253947075,0.8853157675960035,-1.709806740652489,1,0,0,0,0,0.0
387-31-8469,0.7688962585825685,0.9069894779439815,0.1601901577879397,-0.985118541194605,0,0,1,0,0,0.0
668-70-2234,-1.0785815589711638,0.1319032752901623,0.9060922153010081,0.9330656694568557,1,0,0,0,0,1.0
595-22-6037,-1.0132930500895363,-1.6410937983662917,-1.1324885703925873,-0.1331180790028659,0,1,0,0,0,1.0
696-38-1340,-0.03735882650204051,-1.3074002075299038,0.7539552036964993,-0.09182928744420162,0,1,0,0,0,0.0
644-38-1813,-0.08645072969319764,-0.7278063592145125,-1.6361387522963995,-0.15860032839305696,1,0,0,0,0,1.0
788-99-3856,-0.3225870258047104,-0.3930453525647009,-0.7703740201689739,-0.5963023499044515,0,0,0,1,0,0.0
645-72-8505,-0.782532538122215,-0.28270690339046506,-0.5374007029795751,-0.5965869295286199,0,1,0,0,0,1.0
897-80-4598,-0.43666445487419914,0.3230224593869286,0.8240333969513394,0.33920985895351585,0,1,0,0,0,1.0
809-54-0058,0.6464045586786936,-0.14833542544733364,-0.903709412380813,2.588811788003118,1,0,0,0,0,1.0
351-06-6352,-1.6304088312024303,0.9642029655434742,-0.9268054996907816,1.0091474133268665,1,0,0,0,0,1.0
121-46-8783,-0.6586903996893643,1.016603378202439,0.0717554651727342,0.7793122477296333,1,0,0,0,0,1.0
681-31-4481,0.47775556238701206,0.47722199471274285,0.4966005934700568,0.321436005470141,1,0,0,0,0,1.0
398-35-8976,1.33469537559439,1.795480524290599,-0.44117954444716484,-0.19569466375202477,1,0,0,0,0,1.0
135-61-2704,-1.3003304907547442,1.2076125861244897,0.05485971183387259,0.4772804687836428,1,0,0,0,0,1.0
838-18-2929,-1.147678997037081,-0.934781520030677,-0.20841938332957335,0.20292096503122473,1,0,0,0,0,0.0
589-01-9451,-0.29712779687062546,0.6931246332411753,0.9801827581428131,-0.3542797525765372,0,0,0,1,0,1.0
617-85-7393,-2.1388402807045006,-0.07801536549635207,-0.714125894396705,-0.37040180693702257,1,0,0,0,0,0.0
773-69-8934,-1.8080261243916675,1.2432578051060816,-0.9548417924297011,1.1635132998974074,1,0,0,0,0,1.0
189-35-0734,0.6017881472790771,-0.5734127482862575,1.5275362040633984,0.3401192764481405,1,0,0,0,0,0.0
016-41-5723,0.08295139577810488,0.462077628535627,0.25355251723963745,1.6008503171082373,0,0,0,0,1,1.0
657-38-2789,0.19086528489483368,1.1047395784574694,-0.575649679276567,0.47398305705143307,1,0,0,0,0,0.0
198-18-2914,0.4005468364900039,-0.608980337026874,1.7357834169231239,0.8951423412796583,1,0,0,0,0,0.0
870-32-2803,0.6786159802576561,0.7260916089090872,0.6832375422262368,0.010792599636278282,1,0,0,0,0,1.0
130-46-1827,-0.3194965991710933,0.09700848197133978,-1.1416103964067035,-0.4056773073067411,0,1,0,0,0,1.0
496-36-8580,-0.42353230584563495,0.4615406860355415,0.23444370233171558,0.6686417064960487,0,1,0,0,0,0.0
421-42-9778,-1.7258225072688975,-0.29664800083244924,-0.912730929655255,-0.7038487017857549,1,0,0,0,0,0.0
023-54-3522,0.29557621083386293,-0.7822898500063404,0.7032240586063075,0.30335901282189187,1,0,0,0,0,0.0
702-50-7048,0.4097488631329592,0.6328706278701134,0.897127121692633,-0.7245735222414823,0,0,0,1,0,1.0
804-67-6817,-0.5096833586684877,0.6850510881796459,0.23295160982906257,0.5587011738635917,0,0,0,1,0,1.0
211-09-4525,2.2401384393008086,-0.9693334464518536,-1.9906110304160898,1.7323384765010827,0,1,0,0,0,1.0
301-64-7388,3.2775695559001154,1.7996984340503084,1.3050890352435534,-1.8936018722701624,1,0,0,0,0,0.0
679-77-9481,-0.24100668800300576,-1.530166653197986,-0.7499047679792219,0.6863413218165971,1,0,0,0,0,1.0
604-01-6826,-0.20302127604694922,0.42429757792718803,-0.3047032348242798,-0.8378733317418381,0,0,0,1,0,0.0
214-34-4140,0.8284021204298645,0.9215386789402796,1.0475087303528443,-2.00079559287804,0,1,0,0,0,0.0
368-90-0225,1.4990593265537453,1.1938267491644579,0.7394167057399801,-1.4760245793983149,1,0,0,0,0,0.0
668-65-5734,-0.36818163947211036,0.371411976262121,-0.7491900682090435,1.8508844495078438,1,0,0,0,0,1.0
500-91-2723,1.1116998851686781,0.8751546099569735,0.29281085022960046,0.8532472713912448,0,0,0,0,1,1.0
435-06-3560,-0.05349483559185094,1.4271638459788054,0.10426176612338227,-0.2978773083691142,1,0,0,0,0,1.0
581-48-2554,0.8103703034051455,0.965063367380961,0.19274661310842517,0.6524330409455991,0,1,0,0,0,1.0
467-43-0541,0.6981367423271427,-0.16802116072155968,0.7951444799251897,0.29283575324123745,1,0,0,0,0,0.0
376-42-5085,0.6716819978108003,-0.015510083136978624,-0.8752781539794265,0.2944937388776955,1,0,0,0,0,1.0
202-88-2468,1.090586298167579,1.3990228836249168,0.6567372270635777,-0.8380774866896109,1,0,0,0,0,1.0
300-50-4245,-0.06969144128232131,0.1484126398711099,-1.004789275491189,1.2861238123189174,1,0,0,0,0,0.0
465-87-0909,1.2124720320648628,0.6213619446453852,1.0441546568699904,-0.264692849585675,0,0,0,0,1,1.0
029-82-9024,0.26146898131999274,0.9430875399979357,-0.01689238351427912,0.3196109839673236,1,0,0,0,0,1.0
374-12-6563,-0.9135250754328468,-0.057119892300246056,-0.4323335674671527,-1.2026425447897786,0,1,0,0,0,0.0
339-39-9319,0.8355525193076454,2.0740437056603573,0.19336727343515875,-0.8202974466926675,1,0,0,0,0,1.0
725-31-9910,0.4042865124163977,0.544553290386139,2.2420855111320717,-0.8172846145846262,1,0,0,0,0,1.0
524-94-1503,-1.0087915883262843,-1.082660659903675,-1.3474878152916276,-0.5911180515337353,0,0,0,1,0,1.0
824-63-0108,1.533971625190659,1.4775782183061286,1.4216164442637451,-1.2672111869081153,1,0,0,0,0,1.0
308-01-8073,-0.5238543065654945,0.5029046661023837,0.5626476292492427,0.4154524521763173,0,0,0,1,0,0.0
193-60-2211,0.48602267004836897,0.5418297627652227,1.5635156951252631,-0.9427347367342502,0,0,0,1,0,1.0
069-94-1629,0.5520123681661949,1.3031754127662467,0.5996615541889968,-0.697371422079144,0,1,0,0,0,0.0
756-53-8777,0.6073630345397195,-0.28332147613152725,1.7472750369120418,0.9416958558854344,1,0,0,0,0,0.0
212-85-9372,-0.9592408823015652,0.7945485430766394,1.001379248695203,0.2512190764634231,0,1,0,0,0,1.0
017-93-9480,0.8073404733721876,1.9630777453715629,0.43447186783439184,-1.283413665944996,0,1,0,0,0,1.0
619-65-3253,0.8366951980629322,-1.2482718406529973,0.42437203160845316,0.6475828143076021,0,0,0,1,0,0.0
345-44-5565,-1.9818258317393778,1.2651948173686192,-1.1783923573859616,1.5372034655116635,1,0,0,0,0,1.0
303-79-7762,-0.59307293783273,0.0953394317903505,1.250163730975737,0.4595622939223879,1,0,0,0,0,1.0
140-86-4749,1.0872621417885626,-0.4068635354584728,1.0048461695101902,1.013842977125641,0,0,0,1,0,0.0
390-06-1169,-0.1083780424745771,-1.0570362111947664,-0.8282897787383255,0.48513115450254374,0,1,0,0,0,1.0
332-03-9749,-0.8363163495358387,-0.2448104074205615,-0.44944874617405095,-0.23983543806593965,1,0,0,0,0,1.0
573-99-8692,0.06432226940403164,-0.9401380066580379,0.41916224644162753,0.7187772124582024,0,1,0,0,0,0.0
787-77-3982,-1.5134054519868279,-0.23178793449679647,-0.24277512666796336,-1.2887155080735206,1,0,0,0,0,1.0
694-66-6839,-0.872553116730017,2.236478515716401,-0.07051367416633202,-0.7812172404780916,0,0,0,1,0,1.0
162-88-9997,-0.605910760515235,0.5628675580697848,1.0186636984003015,-0.0779343779685111,1,0,0,0,0,1.0
037-35-0368,-0.2892329254704611,-1.3081506331926742,-1.4319540433934759,0.4156504206105215,0,1,0,0,0,1.0
396-58-0809,0.17077318344770281,-0.5396694702085834,0.4148364320431807,1.4183419803128898,1,0,0,0,0,0.0
521-05-7299,-0.5600564471307249,1.4425152261318581,-0.8668208733656514,0.5632482613367139,1,0,0,0,0,1.0
694-12-5708,-0.9601758012831636,-0.2938921272777923,0.5425169190558904,0.7332350946686611,1,0,0,0,0,0.0
538-24-2624,0.424993236527357,-1.552381840490688,2.07614977852614,-1.3641229219645243,0,1,0,0,0,0.0
617-52-9894,0.12458991708818523,0.1857657241541796,-0.22312088298806287,1.3370759380721633,0,1,0,0,0,1.0
332-80-8716,-1.4401355051326652,0.5428713018316536,0.2877389895798271,-0.7640867844058795,1,0,0,0,0,0.0
672-63-3277,0.3770180421197758,-0.45579646402049906,2.191780678185495,-0.7384436856628978,1,0,0,0,0,0.0
353-09-0746,1.8184553519709454,1.644088616013426,1.7638698640318808,-2.036299994249807,1,0,0,0,0,0.0
169-77-5717,1.3398893699366041,1.173901653980555,1.0005328937042026,-1.7224890934686803,0,1,0,0,0,0.0
733-39-3407,-0.7381065731818132,0.685969712697865,0.11019878965284455,1.0332933757861813,1,0,0,0,0,1.0
617-77-6485,0.5163296270351861,0.16877763975387822,0.3622871910463957,0.6395465331816353,1,0,0,0,0,1.0
091-88-8925,1.325250962548798,0.27920665754258644,0.8769525264256731,0.3629351384901473,1,0,0,0,0,1.0
402-03-1209,-0.5530012714825507,-0.7442122168074923,1.9810132082414564,-0.7270852467504451,1,0,0,0,0,0.0
414-75-4601,1.2344166581607157,1.6735040081566748,1.4890803409908286,-2.0591777214275027,1,0,0,0,0,1.0
693-63-8052,0.4240583175457585,-0.27260203369005703,0.4227608224774372,0.9438116435259893,0,1,0,0,0,0.0
847-57-1254,0.6318786878349685,-2.5049695891366914,-1.2433109198438135,1.5332688428818593,1,0,0,0,0,0.0
082-64-8895,0.78788030790336,1.0191004842871751,1.2870773471758175,-2.038366289781811,1,0,0,0,0,0.0
232-21-4557,0.3965041775603142,-1.0021710383848055,-1.1910876822509686,0.23157070936867963,0,1,0,0,0,1.0
734-88-7449,0.1283036230428682,0.8494007775131042,0.4749903293665113,-0.2070345431237704,1,0,0,0,0,1.0
389-38-8587,0.03406725236063613,0.5125178776099418,1.716442638054706,0.2271535386805033,0,0,0,1,0,1.0
668-87-3412,-2.2228791091615197,-0.02671471458454981,-1.0054914366689078,0.10803221991183727,0,0,0,1,0,0.0
490-60-8410,1.1962494564026815,-1.2962149836425765,1.616077474714508,0.017981328403309547,0,0,0,0,1,0.0
032-72-1050,0.5425419851488921,-0.3260504546022018,-2.3788058529549767,0.1833715821535833,1,0,0,0,0,1.0
175-25-9576,1.9098263691077229,1.1912261360917538,0.8499632061571023,-1.7666793598911463,1,0,0,0,0,0.0
396-61-6358,1.7902173360637759,-1.5559851775093354,0.615491527168821,0.7666855735355617,0,1,0,0,0,0.0
631-16-8248,0.6618826618184906,-0.358519302890516,-0.5972035197140462,0.4100825583985348,1,0,0,0,0,1.0
187-84-3467,1.7729646181903895,-1.6604431359296208,-1.4542413914898218,1.7915495978687745,1,0,0,0,0,1.0
638-45-4211,-0.4176977188678817,-1.7863076332991057,-0.7426888080189139,0.3867903348117246,0,0,0,1,0,1.0
769-85-7693,-0.4898336436239943,0.997486931362039,0.6752316509409954,-0.207306749720801,1,0,0,0,0,1.0
016-66-1380,0.032760097117845936,1.068816184445712,-0.022158592347170977,0.08132504083500885,1,0,0,0,0,1.0
186-57-4083,-0.578581693617954,0.03769897786548923,-0.670717287302725,0.5967729783664415,0,1,0,0,0,0.0
566-86-8628,-0.33930303092940167,-1.8695207824388917,-1.1691639533359413,0.5787454778267431,0,1,0,0,0,1.0
408-52-7523,0.10734585587203552,-0.2790970971850696,1.0953121141037974,0.9220722348449665,1,0,0,0,0,1.0
537-16-9680,-0.8237988231711036,1.4085067113975154,0.3847250022522526,-0.22696748984268234,1,0,0,0,0,0.0
468-20-7507,-1.596318915003034,0.20886719003136095,0.10450626867633762,-1.0344188678249608,1,0,0,0,0,0.0
168-24-0360,-0.7085267754029057,1.1086210905062812,0.9150573089093839,-0.09934590143038341,0,1,0,0,0,1.0
460-28-9569,-0.9289079553430363,1.1771168397943212,-0.8335622568674468,1.1704298220674079,1,0,0,0,0,1.0
501-03-5135,0.06013244730131276,-0.29401504182600463,-1.1529954383597174,-0.3236132048156294,1,0,0,0,0,1.0
373-79-6493,0.6781744907385677,1.074302054808033,1.3864143459343554,-2.038162134834038,0,1,0,0,0,0.0
362-66-5514,-1.152059265599015,-0.7459459588559616,-0.9188560320716064,-0.898160906470514,0,0,1,0,0,1.0
346-83-7859,-0.6772329594910674,1.00352915178469,-0.03168792261621349,0.6272786767745581,1,0,0,0,0,1.0
595-17-2821,0.6000741291461461,-1.3973542492611275,-2.2966404565694045,0.8255193175755523,1,0,0,0,0,1.0
214-34-0780,0.43300930112883973,-0.44863507429044036,-0.7916645501648085,1.1027679231646343,1,0,0,0,0,0.0
041-80-5494,0.7546906840566142,1.1153878598447107,-0.33835681698495074,0.5031462820151043,1,0,0,0,0,1.0
416-81-4882,0.38087025459025053,1.3981560126006827,0.6998637158272244,-0.8371866287356933,1,0,0,0,0,1.0
292-42-9907,0.6591644714460653,-1.5303089753064425,-0.9918118322958484,1.2749509688135312,0,1,0,0,0,1.0
897-72-7415,-0.6816478546819492,0.7115941614067736,-1.1087906306445738,-0.8400571710316503,1,0,0,0,0,1.0
128-10-0106,1.186666536841297,-0.24244915425753438,-1.9700101230055151,0.6798516690828486,1,0,0,0,0,1.0
072-13-5122,0.7574348444007504,0.9972475714523622,0.02785158367661293,-0.6592748715220187,0,1,0,0,0,0.0
391-99-0317,-0.49210168782009456,0.21798227415932137,0.839317941159185,0.022645959634240227,0,1,0,0,0,0.0
588-30-8850,1.995129069521347,-1.4189872097465075,-1.4885093646809968,2.059314278156773,1,0,0,0,0,1.0
035-04-4300,-0.08178479144244206,-0.7565489559359673,-0.6922711277402036,0.49027833379184643,0,1,0,0,0,1.0
517-15-2247,0.4359958478756126,0.9235635343924098,-0.0072000515432661845,1.0467490427984814,1,0,0,0,0,1.0
894-73-6256,0.06716165297777534,-0.7027253221924372,0.511490172015436,0.3645374455044854,0,1,0,0,0,0.0
511-19-4720,0.486065953334554,0.4230296173245758,0.5116907894947839,0.32501181031295046,1,0,0,0,0,1.0
